cki_destination,cki_bag_pieces,cki_bag_weight,loadtable_destination,loadtable_bag_pieces,loadtable_bag_weight,combined,timestamp
NAP,130.0,1690.00 KG,NAP,129.0,1677.00 KG,2024-05_MN_1450.0_3.0,2024-05-03 06:12:48
DBV,142.0,1846.00 KG,DBV,140.0,1820.00 KG,2024-05_MN_1476.0_3.0,2024-05-03 06:15:33
DBV,142.0,1846.00 KG,DBV,140.0,1820.00 KG,2024-05_MN_1476.0_3.0,2024-05-03 06:15:43
FAO,280.0,3640.00 KG,FAO,274.0,3562.00 KG,2024-05_MN_1492.0_3.0,2024-05-03 06:16:34
FAO,280.0,3640.00 KG,FAO,274.0,3562.00 KG,2024-05_MN_1492.0_3.0,2024-05-03 06:16:43
LHR,97.0,1261.00 KG,LHR,84.0,1092.00 KG,2024-05_MN_1154.0_3.0,2024-05-03 06:16:47
PRG,88.0,1144.00 KG,PRG,89.0,1157.00 KG,2024-05_MN_1642.0_3.0,2024-05-03 06:19:19
VCE,169.0,2197.00 KG,VCE,167.0,2171.00 KG,2024-05_MN_1422.0_3.0,2024-05-03 06:34:33
VCE,169.0,2197.00 KG,VCE,167.0,2171.00 KG,2024-05_MN_1422.0_3.0,2024-05-03 06:34:41
AGP,164.0,2132.00 KG,AGP,156.0,2028.00 KG,2024-05_MN_1582.0_3.0,2024-05-03 07:25:39
LHR,113.0,1469.00 KG,LHR,114.0,1482.00 KG,2024-05_MN_1156.0_3.0,2024-05-03 07:35:34
LHR,100.0,1300.00 KG,LHR,99.0,1287.00 KG,2024-05_MN_1158.0_3.0,2024-05-03 08:30:08
AMS,116.0,1508.00 KG,AMS,117.0,1521.00 KG,2024-05_MN_1604.0_3.0,2024-05-03 08:47:14
HAM,96.0,1248.00 KG,HAM,98.0,1274.00 KG,2024-05_MN_1392.0_3.0,2024-05-03 09:04:04
NCE,119.0,1547.00 KG,NCE,110.0,1430.00 KG,2024-05_MN_1544.0_3.0,2024-05-03 09:26:53
NCE,119.0,1547.00 KG,NCE,113.0,1469.00 KG,2024-05_MN_1544.0_3.0,2024-05-03 09:43:33
JFK,212.0,3180.00 KG,JFK,214.0,3210.00 KG,2024-05_MN_1105.0_3.0,2024-05-03 09:45:50
LHR,117.0,1521.00 KG,LHR,108.0,1404.00 KG,2024-05_MN_1162.0_3.0,2024-05-03 09:50:54
JFK,212.0,3180.00 KG,JFK,215.0,3225.00 KG,2024-05_MN_1105.0_3.0,2024-05-03 09:54:43
LHR,117.0,1521.00 KG,LHR,114.0,1482.00 KG,2024-05_MN_1162.0_3.0,2024-05-03 09:55:44
ORD,211.0,3165.00 KG,ORD,209.0,3135.00 KG,2024-05_MN_1123.0_3.0,2024-05-03 10:02:42
AGP,158.0,2054.00 KG,AGP,157.0,2041.00 KG,2024-05_MN_1584.0_3.0,2024-05-03 10:24:59
BOS,198.0,2970.00 KG,BOS,189.0,2835.00 KG,2024-05_MN_1133.0_3.0,2024-05-03 10:23:55
BOS,198.0,2970.00 KG,BOS,192.0,2880.00 KG,2024-05_MN_1133.0_3.0,2024-05-03 10:27:27
LHR,106.0,1378.00 KG,LHR,109.0,1417.00 KG,2024-05_MN_1164.0_3.0,2024-05-03 10:51:08
LHR,101.0,1313.00 KG,LHR,97.0,1261.00 KG,2024-05_MN_1160.0_3.0,2024-05-03 11:16:14
SFO,183.0,2745.00 KG,SFO,176.0,2640.00 KG,2024-05_MN_1061.0_3.0,2024-05-03 11:21:44
SFO,183.0,2745.00 KG,SFO,177.0,2655.00 KG,2024-05_MN_1061.0_3.0,2024-05-03 11:25:30
BIO,120.0,1560.00 KG,BIO,119.0,1547.00 KG,2024-05_MN_1748.0_3.0,2024-05-03 11:33:13
SFO,183.0,2745.00 KG,SFO,178.0,2670.00 KG,2024-05_MN_1061.0_3.0,2024-05-03 11:33:28
MAN,141.0,1833.00 KG,MAN,129.0,1677.00 KG,2024-05_MN_1208.0_3.0,2024-05-03 11:45:59
CDG,122.0,1586.00 KG,CDG,123.0,1599.00 KG,2024-05_MN_1526.0_3.0,2024-05-03 11:47:08
SCQ,127.0,1651.00 KG,SCQ,124.0,1612.00 KG,2024-05_MN_1742.0_3.0,2024-05-03 11:51:58
GVA,97.0,1261.00 KG,GVA,95.0,1235.00 KG,2024-05_MN_1684.0_3.0,2024-05-03 11:57:31
EWR,125.0,1875.00 KG,EWR,147.0,2205.00 KG,2024-05_MN_1101.0_3.0,2024-05-03 11:55:58
NTE,87.0,1131.00 KG,NTE,86.0,1118.00 KG,2024-05_MN_1538.0_3.0,2024-05-03 12:01:32
GVA,97.0,1261.00 KG,GVA,98.0,1274.00 KG,2024-05_MN_1684.0_3.0,2024-05-03 12:07:49
AMS,110.0,1430.00 KG,AMS,113.0,1469.00 KG,2024-05_MN_1608.0_3.0,2024-05-03 12:21:15
LHR,109.0,1417.00 KG,LHR,94.0,1222.00 KG,2024-05_MN_1166.0_3.0,2024-05-03 12:09:10
YYZ,244.0,3660.00 KG,YYZ,252.0,3780.00 KG,2024-05_MN_1127.0_3.0,2024-05-03 12:09:30
YYZ,244.0,3660.00 KG,YYZ,253.0,3795.00 KG,2024-05_MN_1127.0_3.0,2024-05-03 12:12:22
AMS,110.0,1430.00 KG,AMS,115.0,1495.00 KG,2024-05_MN_1608.0_3.0,2024-05-03 12:32:38
CTA,156.0,2028.00 KG,CTA,152.0,1976.00 KG,2024-05_MN_1462.0_3.0,2024-05-03 12:49:26
BDL,83.0,1245.00 KG,BDL,116.0,1740.00 KG,2024-05_MN_1131.0_3.0,2024-05-03 12:51:47
BRU,120.0,1560.00 KG,BRU,118.0,1534.00 KG,2024-05_MN_1634.0_3.0,2024-05-03 12:54:15
BRU,120.0,1560.00 KG,BRU,119.0,1547.00 KG,2024-05_MN_1634.0_3.0,2024-05-03 12:57:14
BDL,83.0,1245.00 KG,BDL,88.0,1320.00 KG,2024-05_MN_1131.0_3.0,2024-05-03 12:59:07
ACE,139.0,1807.00 KG,ACE,138.0,1794.00 KG,2024-05_MN_1778.0_3.0,2024-05-03 13:21:29
LPA,144.0,1872.00 KG,LPA,135.0,1755.00 KG,2024-05_MN_1782.0_3.0,2024-05-03 13:25:21
LHR,92.0,1196.00 KG,LHR,86.0,1118.00 KG,2024-05_MN_1168.0_3.0,2024-05-03 13:41:08
SEA,242.0,3630.00 KG,SEA,231.0,3465.00 KG,2024-05_MN_1053.0_3.0,2024-05-03 13:50:10
TFS,163.0,2119.00 KG,TFS,164.0,2132.00 KG,2024-05_MN_1764.0_3.0,2024-05-03 13:54:26
LAX,146.0,2190.00 KG,LAX,144.0,2160.00 KG,2024-05_MN_1069.0_3.0,2024-05-03 14:05:48
FCO,138.0,1794.00 KG,FCO,135.0,1755.00 KG,2024-05_MN_1406.0_3.0,2024-05-03 14:28:12
CLE,121.0,1815.00 KG,CLE,124.0,1860.00 KG,2024-05_MN_1087.0_3.0,2024-05-03 14:40:47
LHR,102.0,1326.00 KG,LHR,101.0,1313.00 KG,2024-05_MN_1174.0_3.0,2024-05-03 14:41:34
LHR,102.0,1326.00 KG,LHR,101.0,1313.00 KG,2024-05_MN_1174.0_3.0,2024-05-03 14:41:38
AGP,143.0,1859.00 KG,AGP,141.0,1833.00 KG,2024-05_MN_1586.0_3.0,2024-05-03 14:58:51
MUC,140.0,1820.00 KG,MUC,135.0,1755.00 KG,2024-05_MN_1356.0_3.0,2024-05-03 14:59:49
