cargo_estimate,mail_estimate,timestamp_estimate,combined,cargo_total,mail_total,departure_airport,timestamp_total
1000.0,45.0,2024-05-01 23:48:28,2024-05_AB_2485.0_2.0,401.0,0.0,MAA,2024-05-02 01:51:23
2000.0,9.0,2024-05-01 23:47:46,2024-05_AB_2325.0_2.0,2108.0,0.0,BLR,2024-05-02 00:57:11
500.0,45.0,2024-05-01 23:45:01,2024-05_AB_2109.0_2.0,409.0,0.0,BLR,2024-05-02 00:26:14
800.0,764.0,2024-05-01 22:40:27,2024-05_AB_2405.0_2.0,321.0,0.0,HYD,2024-05-02 02:12:41
500.0,301.0,2024-05-01 22:39:32,2024-05_AB_2355.0_2.0,229.0,0.0,DEL,2024-05-02 01:41:35
1000.0,252.0,2024-05-01 22:35:52,2024-05_AB_2312.0_2.0,590.0,0.0,PNQ,2024-05-02 01:14:48
300.0,312.0,2024-05-01 22:35:09,2024-05_AB_2421.0_2.0,104.0,0.0,BLR,2024-05-02 00:33:11
2000.0,364.0,2024-05-01 22:26:51,2024-05_AB_2736.0_2.0,1092.0,0.0,BLR,2024-05-02 00:38:48
2500.0,463.0,2024-05-01 19:13:27,2024-05_AB_2561.0_2.0,1826.0,0.0,BLR,2024-05-02 00:23:28
0.0,287.0,2024-05-01 19:12:14,2024-05_AB_2624.0_2.0,0.0,0.0,GOX,2024-05-01 23:56:48
1500.0,279.0,2024-05-01 19:10:59,2024-05_AB_2637.0_2.0,220.0,0.0,BOM,2024-05-01 23:14:16
2500.0,294.0,2024-05-01 19:07:50,2024-05_AB_2340.0_2.0,2353.0,0.0,BLR,2024-05-01 23:30:39
1500.0,263.0,2024-05-01 19:06:43,2024-05_AB_2372.0_1.0,953.0,0.0,BLR,2024-05-01 23:31:28
2000.0,392.0,2024-05-01 19:05:24,2024-05_AB_2311.0_1.0,791.0,0.0,BLR,2024-05-01 23:17:19
2800.0,141.0,2024-05-01 19:04:41,2024-05_AB_2359.0_1.0,2350.0,0.0,BLR,2024-05-01 22:38:54
3500.0,367.0,2024-05-01 18:57:51,2024-05_AB_2145.0_2.0,4010.0,0.0,AMD,2024-05-02 00:18:06
2500.0,259.0,2024-05-01 18:56:58,2024-05_AB_2505.0_2.0,421.0,0.0,AMD,2024-05-01 23:19:17
2000.0,63.0,2024-05-01 15:51:34,2024-05_AB_2738.0_1.0,0.0,0.0,BOM,2024-05-01 18:59:44
2027.0,0.0,2024-05-01 15:00:45,2024-05_AB_2107.0_1.0,228.0,0.0,BOM,2024-05-01 19:26:00
3040.0,0.0,2024-05-01 14:57:16,2024-05_AB_2318.0_1.0,2315.0,0.0,PNQ,2024-05-01 17:11:06
3288.0,0.0,2024-05-01 14:53:15,2024-05_AB_2332.0_1.0,2578.0,0.0,AMD,2024-05-01 16:23:04
2000.0,84.0,2024-05-01 14:10:51,2024-05_AB_2439.0_2.0,0.0,0.0,BOM,2024-05-01 18:54:06
342.0,62.0,2024-05-01 13:16:44,2024-05_AB_2509.0_1.0,0.0,0.0,PNQ,2024-05-01 16:08:02
1229.0,0.0,2024-05-01 13:07:53,2024-05_AB_2409.0_1.0,777.0,0.0,DEL,2024-05-01 17:08:42
2500.0,98.0,2024-05-01 13:03:59,2024-05_AB_2350.0_1.0,1744.0,0.0,DEL,2024-05-01 16:54:59
4200.0,23.0,2024-05-01 12:59:11,2024-05_AB_2643.0_1.0,808.0,0.0,HYD,2024-05-01 16:05:29
800.0,99.0,2024-05-01 12:05:02,2024-05_AB_2366.0_1.0,861.0,0.0,BLR,2024-05-01 15:47:14
1500.0,52.0,2024-05-01 12:03:49,2024-05_AB_2125.0_1.0,764.0,0.0,CCU,2024-05-01 15:19:30
1500.0,31.0,2024-05-01 12:02:39,2024-05_AB_2341.0_1.0,286.0,0.0,BOM,2024-05-01 15:38:10
182.0,0.0,2024-05-01 11:57:30,2024-05_AB_2135.0_1.0,143.0,0.0,GAU,2024-05-01 14:26:30
295.0,0.0,2024-05-01 11:54:38,2024-05_AB_2424.0_1.0,0.0,0.0,VNS,2024-05-01 13:33:57
300.0,99.0,2024-05-01 11:51:18,2024-05_AB_2551.0_1.0,0.0,0.0,PNQ,2024-05-01 15:06:25
800.0,69.0,2024-05-01 11:47:18,2024-05_AB_2437.0_1.0,0.0,0.0,BLR,2024-05-01 13:26:21
83.0,0.0,2024-05-01 11:45:05,2024-05_AB_2358.0_1.0,0.0,0.0,GOX,2024-05-01 13:20:28
200.0,52.0,2024-05-01 11:37:52,2024-05_AB_2397.0_1.0,0.0,0.0,GOX,2024-05-01 15:53:56
1500.0,24.0,2024-05-01 11:29:02,2024-05_AB_2367.0_1.0,1.0,0.0,BOM,2024-05-01 16:56:24
1500.0,36.0,2024-05-01 11:26:48,2024-05_AB_2146.0_1.0,672.0,0.0,DEL,2024-05-01 16:27:12
300.0,12.0,2024-05-01 11:13:36,2024-05_AB_2630.0_1.0,0.0,0.0,DEL,2024-05-01 14:49:29
1343.0,0.0,2024-05-01 11:09:16,2024-05_AB_2642.0_1.0,802.0,0.0,BOM,2024-05-01 13:15:25
1500.0,28.0,2024-05-01 11:07:19,2024-05_AB_2525.0_1.0,973.0,0.0,BOM,2024-05-01 14:47:49
1406.0,58.0,2024-05-01 10:54:53,2024-05_AB_2407.0_1.0,843.0,0.0,HYD,2024-05-01 12:52:04
1970.0,0.0,2024-05-01 10:43:30,2024-05_AB_2334.0_1.0,1661.0,0.0,DEL,2024-05-01 12:51:34
2040.0,77.0,2024-05-01 10:20:18,2024-05_AB_2629.0_1.0,2040.0,0.0,GOX,2024-05-01 11:32:58
199.0,0.0,2024-05-01 10:05:25,2024-05_AB_1071.0_1.0,0.0,0.0,DOH,2024-05-01 17:36:43
2500.0,25.0,2024-05-01 10:03:02,2024-05_AB_2508.0_1.0,2269.0,0.0,AMD,2024-05-01 14:21:51
1097.0,66.0,2024-05-01 09:58:37,2024-05_AB_2401.0_1.0,889.0,0.0,LKO,2024-05-01 13:37:06
1800.0,16.0,2024-05-01 09:38:58,2024-05_AB_2120.0_1.0,869.0,0.0,BOM,2024-05-01 13:32:09
2.0,58.0,2024-05-01 09:34:56,2024-05_AB_2491.0_1.0,2.0,0.0,BOM,2024-05-01 10:56:59
661.0,0.0,2024-05-01 09:29:16,2024-05_AB_2104.0_1.0,0.0,0.0,BLR,2024-05-01 12:02:43
200.0,42.0,2024-05-01 09:28:25,2024-05_AB_2349.0_1.0,0.0,0.0,BOM,2024-05-01 13:45:46
500.0,49.0,2024-05-01 09:25:24,2024-05_AB_2550.0_1.0,760.0,0.0,BLR,2024-05-01 12:37:08
2000.0,44.0,2024-05-01 09:25:17,2024-05_AB_2376.0_1.0,2048.0,0.0,BOM,2024-05-01 13:03:23
790.0,54.0,2024-05-01 09:22:47,2024-05_AB_2504.0_1.0,440.0,0.0,GAU,2024-05-01 11:58:20
700.0,20.0,2024-05-01 09:15:55,2024-05_AB_2541.0_1.0,747.0,0.0,CCU,2024-05-01 11:43:04
559.0,0.0,2024-05-01 09:12:01,2024-05_AB_2510.0_1.0,344.0,0.0,PNQ,2024-05-01 12:07:19
294.0,0.0,2024-05-01 09:11:13,2024-05_AB_2365.0_1.0,100.0,0.0,PNQ,2024-05-01 11:55:41
1500.0,52.0,2024-05-01 09:06:48,2024-05_AB_2124.0_1.0,767.0,0.0,BOM,2024-05-01 12:16:50
18.0,0.0,2024-05-01 09:02:39,2024-05_AB_2380.0_1.0,0.0,0.0,BOM,2024-05-01 11:00:49
204.0,0.0,2024-05-01 09:01:02,2024-05_AB_2324.0_1.0,0.0,0.0,GAU,2024-05-01 10:53:36
1482.0,0.0,2024-05-01 08:57:04,2024-05_AB_2134.0_1.0,875.0,0.0,BLR,2024-05-01 11:26:29
79.0,0.0,2024-05-01 08:49:42,2024-05_AB_1070.0_1.0,0.0,0.0,BOM,2024-05-01 12:00:34
2500.0,18.0,2024-05-01 08:48:26,2024-05_AB_2527.0_1.0,1091.0,0.0,BLR,2024-05-01 10:41:21
997.0,0.0,2024-05-01 08:24:12,2024-05_AB_2497.0_1.0,0.0,0.0,VNS,2024-05-01 10:15:32
800.0,74.0,2024-05-01 08:16:56,2024-05_AB_2432.0_1.0,0.0,1.0,BLR,2024-05-01 10:39:20
500.0,67.0,2024-05-01 07:45:15,2024-05_AB_2628.0_1.0,2040.0,5.0,BLR,2024-05-01 09:36:44
1000.0,93.0,2024-05-01 07:43:05,2024-05_AB_2564.0_1.0,572.0,0.0,CCU,2024-05-01 10:30:54
3000.0,80.0,2024-05-01 07:38:54,2024-05_AB_2336.0_1.0,2207.0,0.0,BLR,2024-05-01 09:31:13
800.0,179.0,2024-05-01 07:37:57,2024-05_AB_2108.0_1.0,524.0,0.0,AMD,2024-05-01 09:55:06
100.0,134.0,2024-05-01 07:15:54,2024-05_AB_2384.0_1.0,18.0,0.0,BBI,2024-05-01 09:44:18
1500.0,146.0,2024-05-01 06:06:51,2024-05_AB_2110.0_1.0,1044.0,0.0,BOM,2024-05-01 09:19:25
1000.0,115.0,2024-05-01 05:52:25,2024-05_AB_2377.0_1.0,954.0,0.0,BLR,2024-05-01 08:44:38
1000.0,117.0,2024-05-01 05:50:35,2024-05_AB_2486.0_1.0,488.0,0.0,MAA,2024-05-01 07:48:50
2000.0,8.0,2024-05-01 05:43:33,2024-05_AB_2128.0_1.0,886.0,0.0,DEL,2024-05-01 10:15:26
800.0,89.0,2024-05-01 05:42:53,2024-05_AB_2364.0_1.0,1388.0,0.0,BLR,2024-05-01 09:41:28
695.0,111.0,2024-05-01 05:38:01,2024-05_AB_2386.0_1.0,203.0,0.0,IXB,2024-05-01 09:12:27
891.0,86.0,2024-05-01 05:37:06,2024-05_AB_2173.0_1.0,744.0,0.0,CCU,2024-05-01 07:49:37
2500.0,29.0,2024-05-01 05:24:46,2024-05_AB_2608.0_1.0,625.0,0.0,DEL,2024-05-01 09:18:16
3000.0,49.0,2024-05-01 05:22:41,2024-05_AB_2503.0_1.0,2344.0,0.0,BOM,2024-05-01 08:05:54
1800.0,38.0,2024-05-01 05:19:09,2024-05_AB_2127.0_1.0,0.0,0.0,BOM,2024-05-01 07:23:24
1900.0,19.0,2024-05-01 05:18:20,2024-05_AB_2323.0_1.0,1957.0,0.0,GAU,2024-05-01 07:14:27
2500.0,53.0,2024-05-01 05:14:16,2024-05_AB_2451.0_1.0,2633.0,0.0,BOM,2024-05-01 08:13:22
1941.0,72.0,2024-05-01 05:11:45,2024-05_AB_2431.0_1.0,2173.0,0.0,HYD,2024-05-01 09:25:11
1500.0,22.0,2024-05-01 04:50:24,2024-05_AB_2498.0_1.0,1027.0,0.0,BOM,2024-05-01 07:11:44
2302.0,92.0,2024-05-01 04:46:23,2024-05_AB_2627.0_1.0,2302.0,0.0,GOX,2024-05-01 07:21:37
200.0,12.0,2024-05-01 04:44:58,2024-05_AB_2851.0_1.0,52.0,94.0,IXB,2024-05-01 06:33:21
100.0,29.0,2024-05-01 04:38:40,2024-05_AB_2613.0_1.0,0.0,0.0,VNS,2024-05-01 06:52:52
700.0,98.0,2024-05-01 03:57:37,2024-05_AB_2563.0_1.0,553.0,0.0,PNQ,2024-05-01 07:09:46
2000.0,66.0,2024-05-01 03:50:28,2024-05_AB_2385.0_1.0,915.0,0.0,BOM,2024-05-01 06:07:26
2500.0,14.0,2024-05-01 03:20:44,2024-05_AB_2572.0_1.0,239.0,0.0,BLR,2024-05-01 07:02:32
800.0,94.0,2024-05-01 03:20:09,2024-05_AB_2463.0_1.0,0.0,0.0,GOX,2024-05-01 06:06:48
4500.0,105.0,2024-05-01 03:18:21,2024-05_AB_2335.0_1.0,3374.0,0.0,DEL,2024-05-01 05:57:50
200.0,63.0,2024-05-01 03:17:07,2024-05_AB_2371.0_1.0,0.0,0.0,GOX,2024-05-01 05:04:52
300.0,31.0,2024-05-01 03:05:45,2024-05_AB_2519.0_1.0,176.0,0.0,COK,2024-05-01 06:26:45
1000.0,28.0,2024-05-01 01:38:04,2024-05_AB_2729.0_1.0,305.0,0.0,BLR,2024-05-01 05:37:13
2500.0,78.0,2024-05-01 01:37:22,2024-05_AB_2411.0_1.0,1072.0,0.0,DEL,2024-05-01 05:06:23
3000.0,48.0,2024-05-01 01:37:01,2024-05_AB_2406.0_1.0,2847.0,0.0,DEL,2024-05-01 05:39:44
2500.0,77.0,2024-05-01 01:36:42,2024-05_AB_2172.0_1.0,2609.0,0.0,BOM,2024-05-01 04:46:04
500.0,65.0,2024-05-01 01:34:18,2024-05_AB_2373.0_1.0,283.0,0.0,IXB,2024-05-01 04:52:56
2000.0,40.0,2024-05-01 01:29:49,2024-05_AB_2102.0_1.0,898.0,0.0,AMD,2024-05-01 03:57:04
2500.0,29.0,2024-05-01 01:27:26,2024-05_AB_2625.0_1.0,2302.0,0.0,DEL,2024-05-01 04:13:26
1000.0,53.0,2024-05-01 01:25:15,2024-05_AB_2562.0_1.0,345.0,0.0,CCU,2024-05-01 03:54:10
2200.0,16.0,2024-05-01 01:23:04,2024-05_AB_2518.0_1.0,2373.0,0.0,BOM,2024-05-01 03:36:41
79.0,0.0,2024-05-01 01:19:10,2024-05_AB_2607.0_1.0,0.0,0.0,DEL,2024-05-01 05:11:10
1000.0,121.0,2024-05-01 01:17:59,2024-05_AB_7596.0_1.0,1490.0,0.0,BLR,2024-05-01 04:38:00
1000.0,39.0,2024-05-01 01:16:21,2024-05_AB_2462.0_1.0,0.0,0.0,BLR,2024-05-01 04:03:10
1000.0,199.0,2024-05-01 01:15:02,2024-05_AB_2612.0_1.0,0.0,0.0,BLR,2024-05-01 03:52:50
500.0,87.0,2024-05-01 01:06:04,2024-05_AB_2492.0_1.0,0.0,0.0,VNS,2024-05-01 03:47:46
2500.0,30.0,2024-05-01 01:04:58,2024-05_AB_2342.0_1.0,3700.0,0.0,AMD,2024-05-01 03:08:44
54.0,0.0,2024-05-01 01:02:50,2024-05_AB_2638.0_1.0,0.0,0.0,SXR,2024-05-01 03:11:20
2500.0,76.0,2024-05-01 01:00:47,2024-05_AB_2719.0_1.0,1789.0,0.0,DEL,2024-05-01 03:09:57
2500.0,47.0,2024-05-01 00:38:19,2024-05_AB_2850.0_1.0,1295.0,0.0,BLR,2024-05-01 03:16:27
2200.0,79.0,2024-05-01 00:33:29,2024-05_AB_2781.0_1.0,3028.0,0.0,BOM,2024-05-01 03:19:11
3200.0,8.0,2024-05-01 00:20:17,2024-05_AB_2728.0_1.0,3400.0,0.0,BOM,2024-05-01 03:05:12
2200.0,1013.0,2024-05-01 00:09:51,2024-05_AB_2405.0_1.0,3184.0,0.0,HYD,2024-05-01 02:24:26
1500.0,97.0,2024-05-01 00:08:16,2024-05_AB_2375.0_1.0,1723.0,0.0,BLR,2024-05-01 02:12:54
2800.0,63.0,2024-05-01 00:03:00,2024-05_AB_2410.0_1.0,3042.0,0.0,BOM,2024-05-01 02:09:28
1500.0,57.0,2024-05-01 00:00:35,2024-05_AB_2485.0_1.0,1708.0,0.0,MAA,2024-05-01 01:53:57
3000.0,75.0,2024-04-30 23:59:36,2024-05_AB_2325.0_1.0,2979.0,0.0,BLR,2024-05-01 01:03:12
0.0,348.0,2024-04-30 23:40:32,2024-05_AB_2355.0_1.0,0.0,0.0,DEL,2024-05-01 01:43:18
1500.0,197.0,2024-04-30 23:18:39,2024-05_AB_2421.0_1.0,193.0,0.0,BLR,2024-05-01 00:42:04
1000.0,369.0,2024-04-30 22:04:39,2024-05_AB_2312.0_1.0,1377.0,0.0,PNQ,2024-05-01 01:23:26
2000.0,226.0,2024-04-30 22:00:16,2024-05_AB_2109.0_1.0,871.0,0.0,BLR,2024-05-01 00:28:51
2500.0,223.0,2024-04-30 21:58:40,2024-05_AB_2524.0_1.0,1355.0,0.0,AMD,2024-05-01 00:39:45
3000.0,334.0,2024-04-30 21:57:27,2024-05_AB_2736.0_1.0,3064.0,0.0,BLR,2024-05-01 00:38:23
2500.0,153.0,2024-04-30 21:56:24,2024-05_AB_2561.0_1.0,1158.0,0.0,BLR,2024-05-01 00:35:51
0.0,339.0,2024-04-30 21:55:11,2024-05_AB_2624.0_1.0,0.0,0.0,GOX,2024-05-01 00:05:18
1500.0,204.0,2024-04-30 19:39:16,2024-05_AB_2637.0_1.0,714.0,0.0,BOM,2024-04-30 23:25:41
3500.0,231.0,2024-04-30 18:43:27,2024-05_AB_2145.0_1.0,3481.0,0.0,AMD,2024-05-01 00:19:39
2500.0,134.0,2024-04-30 18:38:31,2024-05_AB_2505.0_1.0,2363.0,0.0,AMD,2024-04-30 23:38:24
3000.0,309.0,2024-04-30 18:37:30,2024-05_AB_2340.0_1.0,2009.0,0.0,BLR,2024-04-30 23:30:39
2500.0,395.0,2024-04-30 18:36:17,2024-05_AB_2372.0_30.0,1598.0,0.0,BLR,2024-04-30 23:33:06
3000.0,324.0,2024-04-30 18:35:07,2024-05_AB_2311.0_30.0,2471.0,0.0,BLR,2024-04-30 23:22:19
3000.0,248.0,2024-04-30 18:34:08,2024-05_AB_2359.0_30.0,3406.0,0.0,BLR,2024-04-30 22:37:55
2000.0,10.0,2024-04-30 16:05:04,2024-05_AB_2107.0_30.0,2079.0,0.0,BOM,2024-04-30 19:15:26
2000.0,12.0,2024-04-30 14:34:06,2024-05_AB_2738.0_30.0,1856.0,0.0,BOM,2024-04-30 18:46:48
3000.0,68.0,2024-04-30 14:33:22,2024-05_AB_2318.0_30.0,2342.0,0.0,PNQ,2024-04-30 17:07:00
2500.0,44.0,2024-04-30 13:43:40,2024-05_AB_2350.0_30.0,1852.0,0.0,DEL,2024-04-30 16:53:40
500.0,46.0,2024-04-30 13:42:47,2024-05_AB_2509.0_30.0,532.0,0.0,PNQ,2024-04-30 16:00:59
1500.0,58.0,2024-04-30 13:38:45,2024-05_AB_2409.0_30.0,207.0,0.0,DEL,2024-04-30 15:55:16
1999.0,0.0,2024-04-30 13:11:52,2024-05_AB_2439.0_1.0,935.0,0.0,BOM,2024-04-30 19:00:47
1200.0,49.0,2024-04-30 11:48:13,2024-05_AB_2369.0_30.0,937.0,0.0,COK,2024-04-30 16:28:56
1500.0,24.0,2024-04-30 11:31:51,2024-05_AB_2367.0_30.0,1855.0,0.0,BOM,2024-04-30 17:04:31
1500.0,75.0,2024-04-30 11:30:03,2024-05_AB_2125.0_30.0,830.0,0.0,CCU,2024-04-30 15:00:45
3500.0,42.0,2024-04-30 11:00:55,2024-05_AB_2332.0_30.0,1759.0,0.0,AMD,2024-04-30 16:24:14
1500.0,31.0,2024-04-30 10:49:16,2024-05_AB_2341.0_30.0,1039.0,0.0,BOM,2024-04-30 15:12:35
200.0,52.0,2024-04-30 10:47:25,2024-05_AB_2135.0_30.0,0.0,0.0,GAU,2024-04-30 14:55:24
800.0,1304.0,2024-04-30 10:43:43,2024-05_AB_2368.0_30.0,1076.0,0.0,BLR,2024-04-30 14:29:40
1500.0,23.0,2024-04-30 10:42:15,2024-05_AB_2146.0_30.0,316.0,0.0,DEL,2024-04-30 15:50:20
19.0,101.0,2024-04-30 10:39:54,2024-05_AB_2424.0_30.0,0.0,0.0,VNS,2024-04-30 14:25:15
34.0,0.0,2024-04-30 10:38:17,2024-05_AB_2358.0_30.0,0.0,0.0,GOX,2024-04-30 13:06:30
0.0,17.0,2024-04-30 10:35:00,2024-05_AB_2397.0_30.0,0.0,0.0,GOX,2024-04-30 15:24:04
1000.0,38.0,2024-04-30 10:32:30,2024-05_AB_2550.0_30.0,687.0,0.0,BLR,2024-04-30 12:39:21
2500.0,32.0,2024-04-30 10:32:14,2024-05_AB_2643.0_30.0,2016.0,0.0,HYD,2024-04-30 16:16:17
2500.0,88.0,2024-04-30 10:30:15,2024-05_AB_2334.0_30.0,479.0,0.0,DEL,2024-04-30 12:43:08
1000.0,49.0,2024-04-30 10:26:17,2024-05_AB_2366.0_30.0,714.0,0.0,BLR,2024-04-30 16:20:41
2500.0,58.0,2024-04-30 10:25:58,2024-05_AB_2508.0_30.0,2300.0,0.0,AMD,2024-04-30 14:42:30
1500.0,40.0,2024-04-30 10:19:50,2024-05_AB_2124.0_30.0,2464.0,0.0,BOM,2024-04-30 11:36:18
1500.0,12.0,2024-04-30 10:18:15,2024-05_AB_2525.0_30.0,757.0,0.0,BOM,2024-04-30 14:51:11
1500.0,40.0,2024-04-30 10:14:33,2024-05_AB_2541.0_30.0,1290.0,0.0,CCU,2024-04-30 11:43:15
1500.0,23.0,2024-04-30 10:07:40,2024-05_AB_2551.0_30.0,1422.0,0.0,PNQ,2024-04-30 14:57:56
1000.0,49.0,2024-04-30 10:03:01,2024-05_AB_2401.0_30.0,481.0,0.0,LKO,2024-04-30 13:48:42
1500.0,47.0,2024-04-30 09:53:18,2024-05_AB_2642.0_30.0,173.0,0.0,BOM,2024-04-30 13:03:36
100.0,39.0,2024-04-30 09:52:51,2024-05_AB_2143.0_30.0,0.0,0.0,PNQ,2024-04-30 11:32:01
0.0,19.0,2024-04-30 09:49:20,2024-05_AB_2630.0_30.0,0.0,0.0,DEL,2024-04-30 14:18:10
2000.0,59.0,2024-04-30 09:47:52,2024-05_AB_2376.0_30.0,381.0,0.0,BOM,2024-04-30 12:48:38
776.0,0.0,2024-04-30 09:42:08,2024-05_AB_2437.0_30.0,545.0,0.0,BLR,2024-04-30 14:06:36
187.0,0.0,2024-04-30 09:40:52,2024-05_AB_2349.0_30.0,0.0,0.0,BOM,2024-04-30 13:50:33
2000.0,63.0,2024-04-30 09:39:30,2024-05_AB_2120.0_30.0,198.0,0.0,BOM,2024-04-30 13:32:47
50.0,0.0,2024-04-30 09:39:16,2024-05_AB_2491.0_30.0,0.0,0.0,BOM,2024-04-30 11:29:37
2508.0,5.0,2024-04-30 09:37:43,2024-05_AB_2407.0_30.0,1171.0,0.0,HYD,2024-04-30 12:43:04
1200.0,24.0,2024-04-30 09:30:24,2024-05_AB_2504.0_30.0,117.0,0.0,GAU,2024-04-30 11:41:12
100.0,69.0,2024-04-30 09:22:29,2024-05_AB_2510.0_30.0,0.0,0.0,PNQ,2024-04-30 11:44:19
1872.0,32.0,2024-04-30 09:14:27,2024-05_AB_2629.0_30.0,1872.0,0.0,GOX,2024-04-30 11:35:16
1200.0,31.0,2024-04-30 09:12:58,2024-05_AB_2104.0_30.0,313.0,0.0,BLR,2024-04-30 12:12:10
91.0,0.0,2024-04-30 09:09:53,2024-05_AB_2365.0_30.0,94.0,0.0,PNQ,2024-04-30 11:41:02
1800.0,32.0,2024-04-30 09:01:36,2024-05_AB_2134.0_30.0,198.0,0.0,BLR,2024-04-30 10:56:28
1000.0,63.0,2024-04-30 08:58:34,2024-05_AB_2432.0_30.0,0.0,0.0,BLR,2024-04-30 10:30:05
200.0,14.0,2024-04-30 08:57:51,2024-05_AB_2324.0_30.0,59.0,0.0,GAU,2024-04-30 10:21:52
834.0,90.0,2024-04-30 08:57:35,2024-05_AB_2527.0_30.0,834.0,0.0,BLR,2024-04-30 10:31:09
100.0,57.0,2024-04-30 08:15:01,2024-05_AB_2497.0_30.0,0.0,0.0,VNS,2024-04-30 10:10:56
2000.0,84.0,2024-04-30 07:45:19,2024-05_AB_2628.0_30.0,1872.0,0.0,BLR,2024-04-30 09:41:39
174.0,0.0,2024-04-30 07:31:15,2024-05_AB_2108.0_30.0,0.0,0.0,AMD,2024-04-30 10:08:20
200.0,53.0,2024-04-30 07:17:01,2024-05_AB_2384.0_30.0,32.0,0.0,BBI,2024-04-30 09:52:49
29.0,0.0,2024-04-30 07:09:10,2024-05_AB_2142.0_30.0,0.0,0.0,GOX,2024-04-30 09:43:58
648.0,0.0,2024-04-30 06:52:35,2024-05_AB_2386.0_30.0,1172.0,0.0,IXB,2024-04-30 09:33:10
1232.0,12.0,2024-04-30 06:45:58,2024-05_AB_2431.0_30.0,1062.0,0.0,HYD,2024-04-30 08:51:13
760.0,0.0,2024-04-30 06:45:47,2024-05_AB_2465.0_30.0,0.0,0.0,GOX,2024-04-30 09:09:02
599.0,0.0,2024-04-30 06:43:45,2024-05_AB_2173.0_30.0,162.0,0.0,CCU,2024-04-30 07:59:34
2569.0,0.0,2024-04-30 06:11:23,2024-05_AB_2503.0_30.0,2821.0,0.0,BOM,2024-04-30 08:24:20
800.0,44.0,2024-04-30 05:27:15,2024-05_AB_2323.0_30.0,1226.0,0.0,GAU,2024-04-30 07:06:43
90.0,0.0,2024-04-30 05:15:26,2024-05_AB_2148.0_30.0,0.0,0.0,GWL,2024-04-30 07:57:48
2000.0,52.0,2024-04-30 04:44:29,2024-05_AB_2127.0_30.0,4.0,0.0,BOM,2024-04-30 07:29:14
103.0,0.0,2024-04-30 04:34:38,2024-05_AB_2383.0_30.0,125.0,0.0,PNQ,2024-04-30 07:19:05
2500.0,37.0,2024-04-30 04:11:27,2024-05_AB_2128.0_30.0,707.0,0.0,DEL,2024-04-30 10:19:14
1900.0,56.0,2024-04-30 04:10:28,2024-05_AB_2364.0_30.0,1481.0,0.0,BLR,2024-04-30 09:22:54
2500.0,24.0,2024-04-30 04:09:50,2024-05_AB_2608.0_30.0,2203.0,0.0,DEL,2024-04-30 09:11:33
1800.0,5.0,2024-04-30 04:07:22,2024-05_AB_2377.0_30.0,531.0,0.0,BLR,2024-04-30 08:40:35
200.0,44.0,2024-04-30 04:06:31,2024-05_AB_2380.0_30.0,0.0,0.0,BOM,2024-04-30 08:04:02
1500.0,57.0,2024-04-30 04:05:53,2024-05_AB_2498.0_30.0,1178.0,0.0,BOM,2024-04-30 07:31:56
2000.0,74.0,2024-04-30 04:04:58,2024-05_AB_2627.0_30.0,2038.0,0.0,GOX,2024-04-30 07:19:25
700.0,66.0,2024-04-30 04:04:17,2024-05_AB_2519.0_30.0,604.0,0.0,COK,2024-04-30 06:00:03
260.0,0.0,2024-05-07 01:03:47,2024-05_MN_1068.0_7.0,185.0,0.0,LAX,2024-05-07 02:59:54
192.0,0.0,2024-05-06 21:52:52,2024-05_MN_1106.0_7.0,26.0,0.0,JFK,2024-05-07 00:46:08
2100.0,0.0,2024-05-06 20:11:51,2024-05_MN_1124.0_7.0,1042.0,0.0,ORD,2024-05-07 01:39:32
75.0,0.0,2024-05-06 20:11:22,2024-05_MN_1136.0_7.0,0.0,0.0,BOS,2024-05-07 00:56:03
150.0,0.0,2024-05-06 20:10:48,2024-05_MN_1060.0_7.0,104.0,0.0,SFO,2024-05-07 00:23:20
75.0,0.0,2024-05-06 20:10:04,2024-05_MN_1088.0_6.0,0.0,0.0,MSP,2024-05-06 23:59:23
645.0,0.0,2024-05-06 19:23:57,2024-05_MN_1044.0_6.0,570.0,0.0,JFK,2024-05-06 22:42:17
75.0,0.0,2024-05-06 18:40:21,2024-05_MN_1104.0_6.0,965.0,0.0,JFK,2024-05-06 20:22:43
75.0,0.0,2024-05-06 18:00:44,2024-05_MN_1034.0_6.0,0.0,0.0,MCO,2024-05-06 21:32:57
638.0,0.0,2024-05-06 18:00:15,2024-05_MN_1132.0_6.0,563.0,0.0,BOS,2024-05-06 20:56:42
75.0,0.0,2024-05-06 17:59:26,2024-05_MN_1126.0_6.0,0.0,0.0,YYZ,2024-05-06 21:15:45
65.0,0.0,2024-05-06 16:29:44,2024-05_MN_1114.0_7.0,0.0,0.0,PHL,2024-05-07 00:13:50
65.0,0.0,2024-05-06 16:28:14,2024-05_MN_1118.0_7.0,0.0,0.0,IAD,2024-05-07 01:01:10
65.0,0.0,2024-05-06 16:26:31,2024-05_MN_1086.0_7.0,0.0,0.0,CLE,2024-05-07 00:12:36
65.0,0.0,2024-05-06 16:21:16,2024-05_MN_1134.0_6.0,0.0,0.0,BOS,2024-05-06 22:07:45
65.0,0.0,2024-05-06 16:17:43,2024-05_MN_1110.0_6.0,0.0,0.0,JFK,2024-05-06 22:19:01
